text,favoriteCount,retweetCount
"Out Now
https://t.co/8aQ83Bc78w

 #fridaymorning #FridayFeeling #NewMusicFriday #QuarantineLife #GoodMorning https://t.co/SQKuzo4f1V",0,0
"#ThankYou dear @ShehanneMoore wishing you as #wonderful a #weekend as possible, you rock, #StaySafe my #friend https://t.co/SaqwZmV81X",0,0
"Sakit batok pose. 

#stayhome #stayhomephilippines #Covid19 #Pinoy #follow #followme #retweet #followback #heart https://t.co/cUlXwFVvIL",0,0
Op weg naar huis #weekend https://t.co/qx09eRXuaT,6,0
"#Resep Kari Bihun Medan #DiRumahAja #weekend #blijfgezond #StaySafeStayHome 

https://t.co/3eo9vZ6cVO",0,0
We have gathered a few matcha dessert ideas that will make your taste buds very happy. Join us and start cooking wi https://t.co/3hjElmCjY1,0,0
"No words to describe @BartsHospital currently, #topteam in a top environment! so proud to work here in https://t.co/bgMgwUVzHp",50,4
"The table after tonight's games. Slutsk on top! 
More live football to come tomorrow with 4 back to back BPL matche https://t.co/UbTxLPQIV3",6,2
"Looking forward to the weekend!!!!!!!

I get to sleep later and then get up and do the same mutha fucken shit I've https://t.co/csCFTUTvhA",3,0
@behindthewoman1 @look4thewoman @50Sense @gail_h @Karen_Kenning @rachel_peru @nanna_r3d @witchylie #weekend https://t.co/egBPET5jmg,4,0
Shows to watch while you're stuck at home: https://t.co/ROpsmnGllp  What have you been watching?  Let us know in https://t.co/tcYa691tHk,0,0
"Bird watching

#AdoptDontShop #Veganuary #GoVegan #vegan #cats #catsoftwitter #caturday #USA #weekend #uk #animals https://t.co/PLBN02Su6f",45,9
#FinallyFriday #weekend #TimeToRecharge #Warning #RandomThoughts and maybe a little bit of #muchneeded #music https://t.co/bBIGoL5zhr,0,0
"Everything that is happening now gives me the chance to focus on myself.
On my self growth, my state of mind and my https://t.co/CfIj0TfGiP",1,0
Congratulations to everyone on surviving until Friday #weekend,0,0
#Weekend / and btw: #GreenRecovery and #EUGreenDeal https://t.co/pVItTO3EcC,1,0
Ernst gemeinte Frage. Warum sammelt die #coronaapp eigentlich meine Schritte aber nicht die Daten zur Krpertempera https://t.co/vcMPrUv1oe,0,0
"Listening to @RjYogi on #BigFM 92.7 FM
#MusicInIsolation #weekend #CoronaWillEndSoon https://t.co/oqWpZmCCr8",1,0
"Horoscopes: Some people love it, some people hate it. Some people want it for fun while others depend on it - just https://t.co/4sOhNIg2lo",0,0
"Here comes the day of the week when you can afford to dream of a sweet weekend. 
Happy Weekend.

#realtypros https://t.co/kXKe36cjGP",1,1
Wordt er vanavond nog wijn gedronken? #wijn #wine #winelover #vino #winelife #wijntje #winetime #weekend https://t.co/V1LNCgDXVW,0,0
What is your purpose in life??  Do watch it and let me know in comment...  It's really an amazing video mitro.  Mus https://t.co/rL5XHOe5v8,1,0
Current state of mind - and I did it all in highheels. Ha! #weekend #lovemyjob #needchocolatenow https://t.co/MOimQ23LLr,0,0
Things are off to a great start with fresh sour dough for the weekend #freshbread #sourdough #patience #stayathome https://t.co/M2G8Ujcw8w,0,0
Relax &amp; enjoy! #weekend #FridayNight https://t.co/75Q6VpAScJ,0,0
"Idk what to say. So...
""Humans are the naked mole rats of society, We are the hairless cat, The hairless dog. Meet https://t.co/h3QEiV9FCP",0,0
#Music #relaxing #weekend #StayAtHomeSafe #New ... Flexuality di Le Flex https://t.co/pfk9o2sG6X #NowPlaying,0,0
Shows to watch while you're stuck at home: https://t.co/smGDJYu1b9  What have you been watching?  Let us know in https://t.co/PWbC5YlxD4,0,0
#bartender #weekend #food Stylized Medieval Themed Beer Mug https://t.co/Ommv50jaXS https://t.co/pmWU3tZplB,0,0
"Freshly washed 
~
#MitchMonPhoto #ShotOniPhone11 #curlyhair #portrait #portraitmode #selfie #selfies #weekend https://t.co/VGn0G8HgYk",0,0
"Were all heading into the weekend like:

...more chips please!!! 

Have a safe &amp; happy weekend friends! 

#chips https://t.co/UlRmbHT2yH",1,0
Beautiful #streatham  #mystreatham #streatham #streathamhill #streathamcommon #streathamvale #streathamhighroad https://t.co/Z9axyHHQGB,1,1
@Ollieoud proost! #weekend https://t.co/c0pOohDVJs,0,0
"Q: If you were reborn in a new life, would you rather exist in: A.) the past; or B.) the future (...assuming there https://t.co/le81fvTpsk",2,0
"Proosten op het oosten 
Op het #weekend, de liefde en op alles waar je maar  op kunt proosten. Vul gerust aan
https://t.co/Z1XdCTFwDW",8,0
@heroldbarton @BSuhic @COccupants79 @MontefuC @the_stefan_ @KavalonThatsMe @SharDally @ComesAnnemarie https://t.co/ioJPrXOVWG,5,3
Happy Friday BGFers! Hope you can all safely enjoy some natural beauty this weekend.     #friyay #weekend https://t.co/O4gFcdxwgi,1,1
"Shabbat shalom from #London to all our #Jewish followers. A good, and *healthy*, #weekend to all!
#ShabbatShalom https://t.co/SLcSEoHKL8",0,0
#fridaynight #weekend https://t.co/dGF5GSZfKv,1,1
"Very happy that this day is almost over.
wishing everyone a chillaxed evening x 

#filifriday #Fili #deanogorman https://t.co/QqS9unOmsw",4,2
#KLM knettergek! Of ligt het aan mij?  #weekend #coronavirusNederland https://t.co/nTNVpM0h8I,1,0
Tomorrow   #friday #fridayvibes #rapmusic  #newsong  #hiphop #trap #iTunesMusic #music #musically #rap #rapper https://t.co/bdMw4v7MCb,1,1
Its Friday @HPCSTORM Family! @zoom_us this morning with the best staff in the land and cranking out a ton of POSIT https://t.co/GmQedznQO3,4,0
My writing posses just can't take watching the news today. So we we'll be writing drunk the entire weekend. #weekend https://t.co/uoGBfqaAti,0,0
Saturdays Zip Codes are live for ordering Pizza Kits and Beer! Order by 11am tomorrow (or by the time limits are m https://t.co/aLUWifxWHA,1,1
3 Ways Creativity Can Help You Make Positive Change https://t.co/LFnBHldfOM  #weekend #creativity #fridaymotivation,1,2
Cheers to the #weekend! This impressive set up is the garden bar of dreams  Currently residing in our Sinatra d https://t.co/5XhyIyRg3Q,1,1
Tomorrow   #friday #fridayvibes #rapmusic  #newsong  #hiphop #trap #iTunesMusic #music #musically #rap #rapper https://t.co/e8rETkpeFv,1,1
Lazy sunny day with this awesome crew. #naptime #storytime #SWVA #StayHome #weekend #Virginia #blessed https://t.co/n7Z5rA4Kgw,5,0
"Weekendmix 580 is now available at #PromoDJ, #Mixcloud and #HearThis. The best #FridayFeeling / #weekend vibes! https://t.co/KxcrIhtYbx",0,0
"The perfect Friday
_
#okmenu #foodie #restaurant #online #digital #menu #curfew #quarantine #weekend https://t.co/vMSORe7hxN",0,0
AAAAAAAAAAAAAAAAH. #TikTok #StayHome #weekend https://t.co/NvlMJbJpcP,0,0
Don't play with my emotions like that   #drinkup #weekend https://t.co/MXyVPrZvoW,3,0
"It's a bit hard to distinguish between the week and the #weekend right now, but let's kick it off with some https://t.co/vYzam3KAlp",1,0
"A big thank you to all of you who ordered cheese from us this week , enjoy your weekend treat. https://t.co/EVfHKl2JR4",2,1
#Motivation #Friday #Weekend #IStillHateQuarantine # https://t.co/Rq1iZPJ8Al,0,0
TAKE A MINUTE; CLOSE YOUR EYES; IMAGINE YOU ARE THE BEST VERSION OF YOU; THATS WHO YOU ARE; RELEASE ANYTHING IN YOU https://t.co/jakuief4U1,3,0
Got dressed up in my little red vest. Why? Cuz I am home and why not. Yeet.  #StayHome #Covid_19 #COVID19 #weekend https://t.co/jKmFnR8pch,0,0
"RETWEET als je kijkt naar Veronica Inside! 

#veronicainside #weekend https://t.co/95ZwCaL08o",23,31
#tatuajecigars #stogietravels #luxury #swag #luxurylifestyle #travel #friday #weekend #cigar https://t.co/fGm0HNJYzv,0,0
On va envisager tranquillement ce dbut de #weekend ! #apero #ConfinementJour32 https://t.co/R3OGQ7JTfi,1,1
Tag them #fridaymorning #QuarantineLife #StayHome #lockdown #Covid_19 #weekend #FridayFeeling #EssentialWorker https://t.co/KX0mP8HpQy,0,0
"Ten tydzie by krtki, ale bardzo pracowity. Pozachwycajmy si jeszcze chwil kolejnym gdyskim zachodem soca i https://t.co/ysmfxBhJmx",16,2
Menm nan quarantine Mpa gaspiye weekend mwen #lakersnation #teamlebron #weekend Li ye Ou wm ret lakay mwen ebyen r https://t.co/Nm2w2F9JGK,1,0
"Lol,  et moi qui vient de tourner une vido en disant qu'il ne pleut pas dans le poitou depuis 2 mois 

#video https://t.co/FIlw3cv0OP",0,1
"I can't believe I was raided yesterday! It created so much pressure. Put pulling this off removed all that...

I'm https://t.co/Xs9GI7mLNf",1,0
* #Vintage 70s 80s #PierreBex #ARTDECO stl #emaille #broche #vintagesieraden #vintagebroche #broches #sieraden https://t.co/mQ7x0GNfjD,1,0
"Can you remember when it was?

#LTBH #LetThereBeHouse #MusicIsTheAnswer #Weekend #WeekendVibes #QuestionTime https://t.co/dvhI2Dk9F9",1,0
#FridayFeeling - Happy Friday! Stay positive and find ways to relax and enjoy your weekend! #weekend https://t.co/ECiFJFPhlL,0,0
How much do you miss #techno #dance #party #weekend @Brunch_BCN @inputdanceclub @AmelieLens @NinaKraviz https://t.co/5UgXaAoeu0,1,1
Happy Friday! What's one thing that made you smile this week? #Dental #JustSmile #Smiles #Weekend https://t.co/pOKuMVr72D,1,0
* #Vintage 60s 70s #oorbellen #hematiet #glas #stenen #grijs #vintagesieraden #vintageoorbellen #sieraden #juwelen https://t.co/oCCiijQdg6,1,0
"Hey #COVID19, 

Could you work harder on going away SOON? There's #HelmetNachos and #ChickenWings to be had before, https://t.co/NcnXYlfCk8",8,0
"Bring on the #Weekend! We might be staying indoors, but that don't mean we can't get excited. Watching all the Netf https://t.co/yPE1ECfqEt",0,0
"Sugo per domani! 
GG 
.
.
#pasta #sugo #pomodoro #ragu #Italian #scottish #GlasgowItalia #glasgowgirlg1 https://t.co/W6uCdmvXMG",0,0
#weekend  https://t.co/hZBTwapunh,3,0
Wishing all our members and followers a great #stayathome #weekend - 2020 marks 90 years of CSD - we hope to celebr https://t.co/tPp9vdrNj3,0,1
"Hope you had a good week? Another weekendcoming up, enjoy! Handmade sketchbookbag (30 to choose from)  #craftfriday https://t.co/3BQUZwNwKn",0,0
#happiness #joy #christ #lifequotes #lord #godinterest #words #life #wordofgod #spirit #scripture #friday #weekend https://t.co/nfpYx7hfnm,0,0
#weekend https://t.co/LAPkBzE0mG,1,0
"#StayHomeSaveLives
#Covid_19
#lockdown
#StayHomeSaveLives
#IsolationLife #StayHomeSaveLives #weekend https://t.co/KO7kL1c4aK",0,0
"Weeeeeekend!!! 
Een hele mooie avond  en #weekend  toegewenst!
#DOESLIEF  #houdafstand  
#blijfgezond https://t.co/8CeNzrbdjF",1,0
"Just posted ideas of things to do this weekend for Leeds, Bradford and New York on my blog: https://t.co/EkqQRYcJ2h https://t.co/LZrHSXzeOk",1,0
"Oto Magiczny Przycisk
#artelektro #weekend #StacjaWiniarskaMichaowice https://t.co/t4hXqLXeOW",3,0
Make the most of your #weekend at #home @Dave_Betts @WayneCollier @colchestersoup @Akarigo1 @ColbeaBizAdvice https://t.co/YkCFl0Ifs1,1,0
"This morning at the beach in Staunings Island, Denmark. Both humans and  enjoyed the cold morning.

#Denmark https://t.co/cJ8wPDAZoB",1,0
Cheers to everyone surviving the quarantine  looking forward to the time we can just go out with some friends and https://t.co/FeBnDNCoDn,7,5
Share this toast with the ones you love most! Cheers!   #Weekend #StayHome #StayConnected Want more postcards? Vi https://t.co/qC9oXDaNNx,24,7
"Our first #asparagus meal of this season, with grilled #lamb , #homemade Hollandaise sauce and potatoes....man it t https://t.co/DIbuvDDNAy",2,2
"H A P P Y  W E E K E N D! ! !

Stay Positive!!! 

Look for the little joys in life each and every day!

Live. Laug https://t.co/jhEtTNQnRb",0,0
#COVID19 is still here but it doen't mean we can't have a good laugh with the #kingofcomedy @oliversamuels24  on Su https://t.co/vEuqDfkAAS,0,0
"Alam adalah dunia seisinya, saya mencintai semuanya.

#weekend",1,0
On this week's #dancingdynamite our dancers visited the @Holy Trinity High School. Join us on Saturday @ 11:00 pm f https://t.co/2vOmjtrZQa,1,0
A reminder as we head into the #weekend that #sleep and #exercise should be part of your plans! https://t.co/kLERZ07K0h,0,0
Happy weekend everybody. Im having a Pimms &amp; lemonade in a gin glass to start it off. Tomorrow Ill mostly be at h https://t.co/icVnv3oxmK,1,0
"It's happening!!! Countdown to the weekend... 
#weekend #FridayMotivation #gamenight #quarantinelife https://t.co/Glf6VLR6P6",1,0
"So what if we can't go out? Can still get fancy on the weekend 
#StayHome #weekend #friyay https://t.co/ggzvI32i4j",0,0
"We cant wait!!!!! We will be ready, will you? #friday #tgif #weekend #ultimatewarrior #goberg #gobergorgohome https://t.co/YM0UjNnCS3",0,2
"You broke it, you bought it.
#weekend 
#coffee
#ammospent
#suxbuticandeal
#lilpunkin",0,0
Lovely SJW  #stjohnswoodsoc #wisteria #bestcity #flowers #spring #sun #stjohnswood #beautiful #nature #friday https://t.co/UgbVHw5urC,0,0
@stitchedupheart #weekend,0,0
"#TravelNewstoKnow before the #weekend:
 Experience Branson virtually from those in the know. Explore Branson a wri https://t.co/xiXg3nLqYb",0,0
The Outliers #goodreads #weekend #study,0,0
"Un cliente FECEC es un cliente feliz, Les deseamos un excelente fin de semana!
#Cuarentena #FECEC #Fendipetroleo https://t.co/SzazTVh4nv",0,0
IT #Markets #Finance #Technology #Network #weekend #software #Economy #Investment https://t.co/VYM2YAppqS https://t.co/xxlh59W7a9,0,0
#TGIF what's you're favourite thing to binge watch at the #weekend? https://t.co/ChPTKYRGAD,0,0
Tips voor het #weekend #DIY #MeTime #KwikMaaktVerschil #COVID19 #stayhome #staysafe  https://t.co/f4NovdQdL5,0,0
It's finally #Friday! Who are you going to spend your #weekend with? #trackinghappiness https://t.co/stKJcpjpOx https://t.co/ZZoeJ4s7Cm,0,0
Are you about ready to plan a weekend getaway in your new or used car financed by Scott and White ECU? Apply today https://t.co/BtwoQMeZN3,0,0
"Why complicate life?
Missing somebody? ... Call
Wanna meet up?... Invite
Wanna be understood? ... Explain
Have https://t.co/pndffKsoK9",15,1
"ENJOY YOUR WEEKEND
@voneusersdorff 
.
#weekend #blogger #vlogger #032C
#blogger #Influencer #xxlmagazine
#vogue https://t.co/3k8alJlMYB",0,1
"My new #EveningActivity, #PythonProgramming during #QuarantineLife #STEM... Sliding #Weekend https://t.co/B9WGsW6tTB",1,0
"At times like these, remember little moments of joy, like cotton candy skies and the sun setting over Bellingham Ca https://t.co/KY2q4SPsyF",4,2
While you are #stuckathome over the #weekend get working on that #videoproject the with the #perfectlysized Somita https://t.co/z6ijZmsiQk,0,0
Every #Friday from 7pm it's #90sGreatestHits on #BigHitsRadioUK. Non-stop tunes from the #1990s. Listen via https://t.co/khUX6Ahp3e,3,3
"Everybody is a Genius. But If You Judge a Fish by Its Ability to Climb a Tree, It Will Live Its Whole Life Believin https://t.co/liZbpi2kS3",1,0
American Dream #buonapetito #pranzo #italia #italianstyle #italianfood #italian #acasacondeejay #foodblogger https://t.co/pUL6LCcf6D,0,0
Thank you drumnmonkey_ for #fishandchipsfriday making it feel like #weekend during #lockdown What a lovely end of w https://t.co/TPjbv4Rc2x,0,0
Da tar vi hlj #pinkgirl  #selfietime #selfie #mirrorselfie #sport1 #xxlsport #gsportnorge #intersportnorge https://t.co/dYY9M2zxS8,0,0
"Do you even #Friday anymore, bro-cat? We still do, bc ice cream makes the weekend feel like the #weekend. Come get https://t.co/9PeFgt2PTy",0,0
Bijna #weekend. Het beloofd mooi weer te worden maar ook ik #BlijfThuis Het is een lastige periode waar we doorheen https://t.co/i0WOwlH43i,2,0
Chill its the weekend ... hows ur week been? I am glad its the weekend! Another week done! Thank you lord https://t.co/mentdWf1Xl,0,0
"That end-of-week feeling; under red skies and the Gazebo at Ballyseede Castle. 

#weekend #sunset #gazebo https://t.co/fIku5M4puL",0,0
"Its Friday 
Been a busy but good week
Time to chill, have a drink and play some awesome old video games 

Lets g https://t.co/RMXRm21Bcs",30,8
Hope you have a nice weekend. Stay well and safe! #RedTabletop #weekend https://t.co/xzGrUUMy2G,0,0
"Join me Natasha B from 8 Pm. The first hour is the decades collection. Then its your lucky dip. To listen, ask you https://t.co/85h7tmdzxN",6,8
Hot n Spicy #paneer #samosa...#foodblogger #chefslife #cookingtime #hobbies #foodpic #foodgram #pic #snack #tasty https://t.co/mqHm9ngRUL,0,0
@MysteryTrader99 @AdamMancini4 @alexanderYf @AnthonyMaceroni @AheadoftheNews @gregorymckenna @HenrikZeberg https://t.co/fjkrHFFWJH,4,0
"...#BIBI, quand il a appris que, demain, c'tait le #WeekEnd, mais que ses Humains ne se casseraient pas pour lui F https://t.co/nFaxqX75Yo",14,2
#listen #Afrococktail #africa #africanmusic #music #dance #stayathome #houseparty #SoundCloud #weekend #np https://t.co/0X2jqOgtfD,0,0
#weekend #vibes #premirka #teen #wearingmyfirsttie Im SPEECHLESS https://t.co/m7wj2DV2uk,2,0
"Happy Weekend!
Keep #smiling till we meet again. :)

#weekend #weekgoals #entrepreneurmoms #workingmoms https://t.co/nRGSRlGefn",4,1
"Enjoy the encouragement.  I love this video!!! Watch it all the way through!!
#homeforsale
#realty
#realestategoals https://t.co/5llwC9SIWB",0,0
"Roger posted on Instagram -

Reminding everyone there are better days ahead#weekend #vibes #premirka #teen https://t.co/Dm4dVimFsv",15,0
"During my Grad days...Me @20...Life is Fun!!!

My Personal Finance Blog...I had a plan to launch when I was 20. Sub https://t.co/bej6wZKZh9",0,0
Now @MorlandoMusic on https://t.co/53Arbk2BBu #weekend #tunes #radio,1,0
Another beautiful evening in #CapeTown #SouthAafrica #TableMountain #LockdownSA #Weekend https://t.co/QuyiCdZNOe,0,0
We made it through another week Have a good #weekend at home everyone and do what makes you happy. https://t.co/L7TipZfbXz,4,0
"#greekeaster #weekend #flaounas #isolationcooking @ Ipswich, Suffolk https://t.co/kYNo0Uikpf",0,0
#fridaymorning #HealthyAtHome #workingfromhome #women #friyay #FridayNight #weekend #WordPress #PortfolioDay https://t.co/31WgMf52h2,0,1
"Delicious muffins with an olive oil swap for butter
#breakfast #weekend #cooking #recipes #brunch
https://t.co/OMQMa0Pzf6",1,0
#fridaythought and glad we're here. Thank you Susan.  Everyone stay safe this #weekend. https://t.co/vOlLX7wsuS,1,0
#weekend #QuarantineTime #Quiz #rbigovernor #RahulGandhi #RahulSpeaksForIndia #taekook #YouthWithYou https://t.co/dYgM7IrjBh,2,0
"#Weekend
Is worth a dark beer
To drink all the moods in
Delight, excitement, restlessness...
Good with sunmer
Gets https://t.co/kueEl2kCtE",0,0
"Voici de sublimes images de #tulipes, #jacinthes &amp; #narcisses en pleine floraison dans le clbre parc de https://t.co/MktQrr2obN",18,3
#COVID19 is still here but it doen't mean we can't have a good laugh with the #kingofcomedy @oliversamuels24  on Su https://t.co/8nB60XpeJ5,0,0
On this week's #dancingdynamite our dancers visited the @Holy Trinity High School. Join us tomorrow @ 11:00 pm for https://t.co/yQEgC0naIH,0,0
"Happy #Friday! If you're looking for a #yummy #recipe for the #weekend to binge watch shows with, check this one ou https://t.co/keBm9trh2W",0,0
"#rockit #ownit #yourawesome

#friday #weekend #TGIF #friyay #fridaynight #fridayvibes #instagood #happy #fridaymood https://t.co/XPM0f6yRnV",0,0
"Go into the weekend like the #Gannett crew does!

https://t.co/U0eYhjTURA

#empowered #FridayFeeling #weekend https://t.co/MBYBCMBpGA",0,0
Ashley checking in from her underground #quarantine room. It's Friday! Hope everyone is doing great heading into th https://t.co/nNEXs3K4qt,3,1
"If you're #volunteering this #weekend, #thankyou.

We're really #proud of our #staff and #students + how they're su https://t.co/rFAEK5RJvX",3,1
Happy Friday everyone!! We hope you make the best of your weekend! Stay Safe and Stay home! #Fridayfeeling https://t.co/AMnPQXeBhB,1,0
How Some Rich Americans Are Getting Stimulus Checks Averaging $1.7 Million via @forbes https://t.co/siFvBrmYbX https://t.co/YFjNrwk0pi,0,0
"Life is good, especially on a Friday!!
#Friday #Weekend #Happy #HVAC #ExpressOverstock #WeMakeACEasy https://t.co/dkBokLB9t2",0,0
"Ich live auf Twich jetzt bin
https://t.co/CvyY07uLF1

Du kommen vorbei, wenn haben Lust

#twitchstreamer #twitch https://t.co/uT0hHjz4J0",2,2
"The #Weekend Starts Here !! - It's a #FeelgoodFriday, Great Music on air on Shuffle Radio https://t.co/MajkHDKO0m",0,0
Have a great weekend everyone! #Weekend #Happy https://t.co/j6uGZfEtho,0,0
Ich wnsche euch allen ein schnes Wochenende. Have a great weekend everyone! #vapeon #weekend #familytime #bleibtgesund,1,0
"signing off for today folks, have a great weekend everyone! #weekend #breaktime",0,0
"Whether its a break from home schooling or a chance to get some things done around the house, were #grateful for https://t.co/QzOwrefivO",0,0
"signing off for today folks, have a great weekend everyone! #FridayFeeling #Weekend",0,0
"Belle soire 

#Confinement #weekend #weekendvibes #vendredisoir #ResterChezVous #RestezAlaMaison https://t.co/tIOpbICI0G",0,1
Something for the week-end?Enjoy the award-winning SEA OF LOVE SERIESA Mermans Choice $1.99 https://t.co/8buzxAQztu,6,9
RED LIGHT LOVE  https://t.co/bK0WkpjXBA #NowPlaying #COVID19 #NewMusicFriday #FridayFeeling #FridayVibes https://t.co/gMHOEkhkiH,0,1
"Voil c'est fini le #Replay du #FlashTweet !

#20h Juste  temps pour rejoindre vos balcons et fentres pour https://t.co/UBSYsGz7qk",0,1
"Here is #funfactfriday! We hope everyone has a great weekend!

#tgif #weekend #relaxation #enjoy #fridaymood https://t.co/DeRU25wB3c",0,0
"My quarantine uniform: a plain t-shirt, underwear...and sometimes sweatpants, for those days on which I want to dr https://t.co/IcFFYllLVy",97,9
@Nad_Alves @FlashTweet @CrassusDT @3itcom @BoostElles @DominiqueCrochu @ValerieAsselot @sfouille @AnoukDEQUE https://t.co/UZkiXVvJQj,1,1
"Paul Gascoigne, a legend by life #football  #beprideboy #monsieurmadame #weekend #soccer #england #YoullNeverWalkAlone",0,0
It may be very strange times but take time to enjoy the weekend. Do things which make you happy and focus on the po https://t.co/PVMQe6Mn0e,1,1
It's the weekend! Let's get crazy - let's be 4ft apart. #BDF #BlackDogFriday #Texas #Music #Weekend #Meme #Funny https://t.co/SZp1sc4BLt,0,0
"#morgenochtend van 7 tot 9 helpt @LucVanRooij je met het #begin van je #weekend 
met het laatste nieuws voor https://t.co/yT1TFF12FY",0,0
"When life gives you wine.......drink @bodegasmuga Just love this Flor de Muga, old vines garnacha #weekend https://t.co/bGiJy6Ip9D",3,1
"Radio time. Till 10 if you wanna join me 4 tunes, nonsense and essential info #Friday #weekend @bbc_cumbria https://t.co/o8RZqFpTmB",7,1
#FreeJoeExotic #Covid_19 #weekend https://t.co/QnGXvXYueK,0,0
Couldnt golf today but lobster &amp; a glass of Pinot Grigio is not a bad substitute to start the weekend! #weekend https://t.co/6eaxkgnWsn,3,0
"#Win a #weekend stay Fri-Sunday in your own #caravan, camper van or tent for 4 people (2 adults and 2 children)

An https://t.co/XUrblLXVdo",0,0
"a fait du bien  Bon week-end!  
#BoulogneBillancourt #rainbow
#arcenciel #FridayMotivation
#confinement #lockdown https://t.co/7IxHb4hBo3",0,1
"Live in 5, Carahban! https://t.co/KrmvDJCJEw #house #techno #radio #streaming #udgk #housemusiclovers https://t.co/DyUdTUh7l2",0,0
@chrisd6979 @SteamWhistle Sports and art will return Chris!  #FridayFeeling #FridayMotivation #Weekend #Toronto https://t.co/YDg3Hxdi3S,1,0
"TREAT YOURSELF! Check out my book Music for a Merman https://t.co/SEXAT4oYmf
in the Romance Reader Review Book Fair https://t.co/UlkDQJ9E5s",1,3
"I dont feed the #KU machine, but I did put Corvus Hall #onsale this #weekend #quarantinereads for $.99 in e-book. https://t.co/SjaJVWX5v1",0,0
#vrijdag #weekend https://t.co/LLKZDNIH9q,1,0
Who's with me tonight? @AbsoluteClassic 7-10pm #party #weekend #StayHome https://t.co/QJJfF73xeI,41,3
This weekend is going to be productive  #blog #weekend #FridayFeeling #Productivity  https://t.co/ADjRjO5flb,1,0
"Great start into the #weekend with issue 27 of @AncientHistMag,  recieved just a few minutes ago. I am completely u https://t.co/YVx8xmlwKM",1,0
"Have a good day!  Lots more #green in the #garden . It's still cold, but it will warm up soon!  The #weekend is near. #FridayFeeling",1,0
What are our Arkansas artists doing during quarantine? #FridayThoughts  #COVID19 #ARnews #weekend,0,0
Have YOUR weekend chocolate yet? Chocolate Can Kill @Annie_Acorn https://t.co/ePovGAsCw7 #weekend #chocolate #Cozy https://t.co/iwNG80arRc,0,0
"#Weekend #essentials delivered to your inbox. #Deals on Walmart, Kohl's, DSW and more. - https://t.co/4G4hhxyRPF https://t.co/yn4FnG2M4u",0,0
#WEEKEND: (W)eer (E)indelijk (E)en (K)eer (E)indeloos (N)iks (D)oen.,0,0
Schnen guten Abend das Wetter war heute wieder mal echt schn ich wnsche euch ein schnes Wochenende  ich hof https://t.co/Z8Y3fEqr7Y,4,0
"Thats a wrap folks, Im taking a break off Twitter for the weekend. Have a great evening and remember https://t.co/3agnTOu2g3",2,0
"I am online ! 
#sexymodel #weekend #alwaysgoodvibes #enjoy #selfie https://t.co/HkByrxIGPu",2,0
"Wise words from the walls in work! 
Enjoy the #weekend all  https://t.co/W7f44mdqK3",5,1
Fijn weekend! #reflectie #perfectie #kasteelamerongen #weekend https://t.co/VFCqqHJaAh,1,0
#Spanish #omelette #open #toast #decadent #succulents #scrumptious #sinful #crazy #riot #weekend #dinner #Homestuck https://t.co/tKKBbIAVdD,4,0
"TGIF  (its Friday, right?)
.
.
.
.
.
#tutudumonde #partyathome #TGIF #weekend #shop #love #miss #together https://t.co/CKSpqRqLBl",0,0
Sorting our #weekend plans  What indoor fun do you have lined up? https://t.co/H7nybG0Vbj,2,0
Dzisiaj id w czerwie  Czirs Kochani  #weekend #wino https://t.co/QEaQQl1Cvn,21,1
"These are the basic things you can do this weekend while you stay at home.
Ensure you add these to your to-do list https://t.co/zD6lyuaxzo",2,1
"Tonight's entertainment, bingo through video calling and a glass of wine  #friday #bingo #wine #weekend #StayHome https://t.co/x2DD80Ojsd",1,0
We are live across all streaming platforms!  Check us out! @Spotify @DistroKid #NewMusicFriday #NewMusic https://t.co/ASAu1l7Cgs,1,1
@eficiens_AM @nelbro @joel_bassani @GuillaumeRovere @alex_R_78 @emilien_matte @paulinejbrunel @DumontAline https://t.co/daRITF47AH,3,0
#fridaymorning #Friday #quotes #quoteoftheday #inspirational #weekend https://t.co/dZGZWFgflf,1,0
@Gaellepicardabe @SocietyOfficiel @yowino @matthisvernon @hugo_weber @apodunavac @FatihaGAS @ThaimaSamman https://t.co/xh2FYXlVav,3,0
"Good Morning World,

Just a photo before social distancing became a thing. Be safe!

#photography #SocialDistancing https://t.co/BBI4RbWxqE",0,0
#weekend #QuarantineTime #Quiz #rbigovernor #RahulGandhi #RahulSpeaksForIndia #taekook #YouthWithYou https://t.co/4vScPMDWtm,2,0
"Finita un'altra settimana di Distr- Acti-On  (Distrazione, Attivazione ed Azione), vi salutiamo fino a luned per https://t.co/ew4KSIBfiZ",2,0
2 fout oefentoets strategie. 7s model heeft me gepakt. Bij de maba analyse verschilde #missiemark zijn y-as met de https://t.co/CioVRhSyGK,0,0
"Happy Friday...
I hope everyone has a wonderful #weekend. https://t.co/hagd6XvLBK",0,0
"#Bonsoir ! #FF  toutes et tous !
Je vous souhaite un superbe #weekend #zen avec surtout de belles nergies &amp; https://t.co/rJEgAdaa2l",18,4
"Happy #Friday &amp; #weekend! Youve made it another wk in #Quarantine yay! Im at the end of my 5th wk.  
I got out https://t.co/YfQUEUEsxZ",14,0
"The #weekend is here! Check out our tips for tomorrow.  
Instant rave: https://t.co/kvTH5LbT27
Piano concert: https://t.co/mvXCEtyy0M",5,3
Tonight it is #jackdaniels #27 #gold #lynchburg #tennessee #whiskey #bourbon #weekend #goodlife #stayhome #staysafe https://t.co/ypnhB022mq,0,0
